InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,customer_id,Country,Category
536380,EL65328,Tablet Electronics,19,2025-01-21 15:20:02,81.29,12442.0,UK,Electronics
536381,HO80822,Cushion Home,13,2024-10-11 20:11:06,41.21,12436.0,Italy,Home
536381,BO76038,Novel Books,31,2024-09-03 01:13:16,81.9,12425.0,UK,Books
536381,BO41478,Cookbook Books,27,2024-12-13 00:46:52,13.75,12377.0,USA,Books
536381,CL69020,Hat Clothing,35,2024-12-25 06:45:44,70.58,,Spain,Clothing
536381,BO76809,Novel Books,8,2025-03-05 18:11:55,87.41,12356.0,USA,Books
536381,BO82838,Cookbook Books,50,2024-09-04 09:16:16,65.36,12408.0,Australia,Books
536382,EL49604,Tablet Electronics,41,2023-12-03 13:54:25,96.53,12408.0,France,Electronics
536382,SP70266,Bottle Sports,43,2024-04-09 21:38:15,98.18,12401.0,France,Sports
536382,EL53687,Speaker Electronics,20,2025-07-16 17:58:45,37.0,12392.0,France,Electronics
536383,EL59996,Laptop Electronics,30,2025-06-30 19:13:33,71.37,12425.0,Australia,Electronics
536383,CL61799,T-Shirt Clothing,38,2025-07-27 06:08:41,1.71,12379.0,France,Clothing
536383,BO69295,Manual Books,28,2025-01-03 23:15:57,47.03,12432.0,Australia,Books
536384,BO84045,Novel Books,24,2024-01-04 04:41:49,10.22,12349.0,UK,Books
536384,EL13477,Smartphone Electronics,39,2023-08-15 20:39:41,13.17,12418.0,Netherlands,Electronics
536385,SP46176,Bottle Sports,17,2025-02-06 07:15:28,93.25,12428.0,UK,Sports
536386,CL51760,Hat Clothing,12,2024-03-05 23:11:54,68.35,12418.0,Italy,Clothing
536387,BO54146,Dictionary Books,20,2024-09-03 22:43:48,97.34,,USA,Books
536387,CL55289,Jeans Clothing,5,2024-01-04 13:29:09,64.87,12385.0,Canada,Clothing
536388,CL44735,Jeans Clothing,34,2024-10-06 02:54:28,93.74,12438.0,Australia,Clothing
536388,SP27589,Weights Sports,2,2025-03-11 00:12:18,32.42,12411.0,France,Sports
536389,HO33648,Plate Home,3,2024-01-18 04:48:12,88.22,,Spain,Home
536389,BO28386,Manual Books,46,2025-03-13 09:38:30,32.06,12366.0,Italy,Books
536389,EL16272,Charger Electronics,25,2024-02-02 08:54:42,61.86,12383.0,Germany,Electronics
536389,HO19832,Chair Home,18,2025-08-07 11:52:47,0.0,12443.0,Spain,Home
536390,BO69401,Biography Books,16,2023-12-15 03:01:43,26.21,12402.0,Canada,Books
536390,BO55772,Cookbook Books,45,2025-06-15 07:06:41,83.55,12400.0,Spain,Books
536391,HO52817,Plate Home,8,2023-11-26 02:02:18,51.98,12438.0,Australia,Home
536391,EL22880,Charger Electronics,28,2023-11-08 14:43:45,77.29,12411.0,France,Electronics
536391,SP66341,Ball Sports,4,2025-01-05 05:13:33,88.73,12410.0,Spain,Sports
536391,EL23711,Tablet Electronics,23,2025-03-31 07:04:10,64.5,12426.0,Australia,Electronics
536392,CL41947,Hat Clothing,11,2024-10-27 05:33:09,17.99,12426.0,Netherlands,Clothing
536392,EL66504,Laptop Electronics,2,2024-08-14 18:25:14,71.65,12394.0,UK,Electronics
536393,SP64785,Towel Sports,12,2024-09-24 22:54:35,67.27,12348.0,Spain,Sports
536393,HO40928,Table Home,49,2024-08-13 07:12:36,81.53,12366.0,USA,Home
536394,HO26385,Lamp Home,23,2025-04-01 05:37:04,23.68,12403.0,USA,Home
536395,SP80111,Towel Sports,50,2024-01-02 23:28:06,95.66,12355.0,Australia,Sports
536396,CL71844,Jeans Clothing,49,2024-09-16 17:13:44,36.29,12350.0,Germany,Clothing
536396,CL57919,Dress Clothing,17,2025-05-10 16:00:03,58.68,12346.0,USA,Clothing
536396,SP49894,Ball Sports,43,2024-06-14 10:14:28,15.49,12423.0,UK,Sports
536397,CL25909,T-Shirt Clothing,3,2023-10-06 09:36:35,72.64,12412.0,Australia,Clothing
536397,CL92697,Dress Clothing,50,2024-03-14 15:10:53,60.0,12370.0,UK,Clothing
536397,HO40105,Plate Home,30,2023-10-28 19:59:30,0.0,12415.0,Spain,Home
536397,BO82303,Biography Books,36,2024-03-22 16:50:10,54.23,12392.0,Germany,Books
536397,HO54788,Table Home,5,2025-04-12 15:44:57,32.92,12382.0,USA,Home
536398,EL12201,Speaker Electronics,33,2024-09-05 02:29:59,37.14,12440.0,USA,Electronics
536398,HO59437,Cushion Home,14,2024-02-08 06:40:16,25.93,12444.0,Netherlands,Home
536398,CL32979,Shoes Clothing,21,2024-08-14 09:45:22,79.55,12419.0,Canada,Clothing
536398,EL62148,Smartphone Electronics,24,2025-05-14 13:57:01,1.94,12397.0,UK,Electronics
536399,HO98447,Plate Home,7,2025-03-08 21:34:45,55.35,12443.0,Spain,Home
536399,BO73914,Novel Books,30,2025-07-15 07:16:39,10.41,12393.0,Germany,Books
536400,HO73167,Plate Home,34,2024-10-24 22:00:21,45.19,12419.0,Canada,Home
536401,EL88192,Laptop Electronics,3,2024-05-25 10:47:20,93.54,12436.0,Spain,Electronics
536402,BO55931,Cookbook Books,36,2025-06-10 18:41:33,21.77,12413.0,Australia,Books
536402,SP11545,Bottle Sports,49,2025-08-04 18:37:38,55.55,12433.0,USA,Sports
536403,CL16239,Shoes Clothing,50,2025-03-03 07:57:01,41.67,,Germany,Clothing
536403,HO17465,Mug Home,36,2023-10-21 22:55:55,29.38,12443.0,Spain,Home
536404,BO29354,Magazine Books,46,2025-07-09 21:47:11,9.98,12373.0,USA,Books
536405,HO86251,Lamp Home,11,2025-06-16 14:32:54,65.67,12400.0,Netherlands,Home
536406,EL48858,Tablet Electronics,5,2023-12-06 03:34:45,77.44,12410.0,Australia,Electronics
536406,BO82310,Novel Books,6,2025-06-04 15:39:35,51.46,12365.0,UK,Books
536407,BO78134,Novel Books,2,2024-07-22 22:40:30,8.6,12405.0,Netherlands,Books
536407,HO20874,Lamp Home,30,2025-06-30 05:35:48,9.78,12405.0,Germany,Home
536408,EL66739,Tablet Electronics,8,2023-09-09 16:44:09,45.61,12377.0,Italy,Electronics
536409,BO29672,Manual Books,8,2024-05-08 11:13:52,41.5,,USA,Books
536410,CL32993,Jeans Clothing,14,2023-09-21 23:53:58,78.48,12359.0,Germany,Clothing
536411,HO82693,Lamp Home,6,2025-01-02 20:08:03,20.5,12417.0,Italy,Home
536411,CL67160,Jeans Clothing,4,2024-01-04 12:06:11,96.02,12363.0,Germany,Clothing
536411,HO79492,Mug Home,37,2024-06-08 03:29:09,59.09,12380.0,Spain,Home
536411,SP86136,Weights Sports,44,2025-02-05 11:26:59,51.21,12388.0,Italy,Sports
536411,EL44901,Laptop Electronics,24,2023-08-29 02:33:17,1.2,12357.0,Spain,Electronics
536411,SP93339,Weights Sports,46,2025-01-07 16:41:01,28.14,12403.0,France,Sports
536412,CL69829,Dress Clothing,1,2025-02-07 19:47:56,73.79,12357.0,France,Clothing
536413,SP20513,Weights Sports,26,2025-03-08 10:45:02,30.78,12432.0,Spain,Sports
536413,BO66538,Dictionary Books,36,2023-09-23 02:48:27,55.3,12347.0,Canada,Books
536414,SP41371,Ball Sports,4,2025-03-25 05:01:43,83.94,12423.0,Netherlands,Sports
536414,BO12736,Novel Books,36,2024-10-06 22:46:30,75.46,12348.0,Spain,Books
536415,EL21564,Smartphone Electronics,16,2024-08-05 02:20:31,1.24,12435.0,USA,Electronics
536416,CL33046,Dress Clothing,38,2025-01-07 06:40:07,46.88,12406.0,Italy,Clothing
536417,HO37152,Mug Home,45,2025-05-14 02:30:13,14.26,12386.0,UK,Home
536418,BO87504,Manual Books,20,2023-10-08 22:44:46,56.66,12429.0,UK,Books
536419,SP53348,Bottle Sports,10,2023-11-13 10:53:58,58.36,12435.0,Italy,Sports
536419,HO63783,Chair Home,39,2024-06-29 11:06:22,84.18,12431.0,Netherlands,Home
536420,SP31667,Racket Sports,36,2025-01-14 08:53:40,42.48,12396.0,France,Sports
536420,BO18096,Biography Books,25,2024-03-07 07:53:41,28.57,12442.0,Italy,Books
536421,BO53180,Dictionary Books,26,2024-11-04 12:44:40,53.34,12440.0,Germany,Books
536421,EL27583,Tablet Electronics,4,2024-04-19 06:57:38,93.04,12403.0,Spain,Electronics
536422,EL41583,Laptop Electronics,-31,2025-06-10 08:14:05,71.32,12413.0,Canada,Electronics
536423,HO43132,Plate Home,32,2023-10-29 01:20:59,82.48,12445.0,Spain,Home
536424,BO47390,Magazine Books,33,2025-03-16 00:19:44,58.97,12428.0,Spain,Books
536424,CL33936,T-Shirt Clothing,1,2024-12-30 19:49:25,48.51,12365.0,France,Clothing
536425,BO43121,Biography Books,37,2024-07-02 21:08:00,31.43,12415.0,Canada,Books
536425,EL70711,Headphones Electronics,6,2023-12-20 09:17:17,60.75,12353.0,USA,Electronics
536426,HO80708,Lamp Home,2,2024-02-29 20:39:43,44.46,12370.0,Italy,Home
536426,CL21359,T-Shirt Clothing,47,2024-12-19 09:14:41,3.06,12402.0,USA,Clothing
536426,HO71101,Mug Home,9,2025-01-29 20:51:22,74.72,12444.0,Germany,Home
536426,CL83411,Shoes Clothing,4,2024-07-30 04:42:47,77.31,,USA,Clothing
536427,SP38050,Bottle Sports,37,2025-08-05 07:39:47,91.83,12399.0,Canada,Sports
536427,SP24649,Bottle Sports,33,2024-08-27 01:39:21,17.77,12385.0,Italy,Sports
536428,EL59243,Charger Electronics,18,2025-03-12 09:45:22,14.35,12386.0,Spain,Electronics
536428,EL73728,Charger Electronics,35,2024-10-28 17:49:03,72.72,12377.0,Netherlands,Electronics
536428,HO20398,Lamp Home,16,2024-04-16 19:55:50,47.88,12427.0,France,Home
536428,HO26467,Chair Home,5,2025-01-30 16:14:22,97.38,12369.0,Spain,Home
536429,CL79008,Jacket Clothing,32,2025-03-31 19:19:56,10.23,12351.0,Spain,Clothing
536429,CL75540,Dress Clothing,31,2024-02-11 16:27:50,50.49,,UK,Clothing
536430,SP43438,Mat Sports,6,2024-10-12 20:37:22,83.79,12426.0,France,Sports
536430,EL89391,Smartphone Electronics,40,2025-01-27 22:23:06,66.97,12401.0,Netherlands,Electronics
536430,SP72086,Mat Sports,47,2025-04-06 06:06:09,70.23,12387.0,Germany,Sports
536431,HO26268,Plate Home,9,2023-12-15 00:53:09,68.07,12431.0,Netherlands,Home
536432,HO42927,Lamp Home,10,2025-05-05 12:00:07,55.97,12371.0,France,Home
536432,CL97213,Jacket Clothing,47,2025-04-18 08:41:09,17.77,12387.0,USA,Clothing
536432,EL92874,Speaker Electronics,36,2024-12-04 19:32:08,62.86,12385.0,Italy,Electronics
536432,EL98219,Charger Electronics,30,2024-01-22 15:44:34,47.22,12355.0,Australia,Electronics
536433,SP13896,Mat Sports,38,2024-06-08 00:12:30,13.51,12399.0,Spain,Sports
536433,HO37810,Table Home,46,2024-09-30 19:42:14,13.16,12402.0,Italy,Home
536434,SP28517,Racket Sports,35,2023-09-30 04:23:27,92.89,12407.0,Australia,Sports
536434,EL26202,Laptop Electronics,6,2024-02-10 12:54:17,77.98,12358.0,UK,Electronics
536434,HO27002,Mug Home,14,2024-12-23 15:37:36,41.22,,Italy,Home
536435,BO93473,Biography Books,3,2025-05-31 08:13:49,3.42,12413.0,Canada,Books
536436,EL71516,Speaker Electronics,12,2025-05-19 12:45:17,31.65,12403.0,Spain,Electronics
536436,BO21365,Manual Books,25,2024-08-19 10:58:52,12.82,12378.0,France,Books
536437,CL82885,Dress Clothing,16,2024-01-16 03:45:52,73.63,12438.0,UK,Clothing
536437,SP37607,Racket Sports,47,2025-04-29 06:47:31,66.97,12380.0,Netherlands,Sports
536437,HO67984,Chair Home,42,2024-02-16 03:57:51,33.99,12428.0,Australia,Home
536437,EL31725,Charger Electronics,8,2025-03-17 01:25:05,62.36,12351.0,Canada,Electronics
536438,EL96218,Charger Electronics,11,2023-08-16 20:31:21,36.92,12354.0,USA,Electronics
536438,HO82618,Plate Home,1,2024-09-28 11:08:18,45.59,12387.0,UK,Home
536438,HO72991,Mug Home,44,2025-02-09 08:45:09,0.0,12375.0,Spain,Home
536438,BO10787,Dictionary Books,50,2024-02-27 09:13:24,28.84,12357.0,Australia,Books
536439,BO82063,Novel Books,33,2025-04-06 22:49:05,66.47,12359.0,USA,Books
536439,CL52365,Shoes Clothing,38,2025-07-24 11:22:44,38.59,12383.0,USA,Clothing
536440,BO24092,Biography Books,4,2025-01-02 16:33:11,88.73,12445.0,Australia,Books
536440,BO77036,Biography Books,15,2025-01-31 10:03:45,93.34,12440.0,Netherlands,Books
536441,EL52608,Smartphone Electronics,3,2024-12-25 09:13:31,15.34,12357.0,Canada,Electronics
536441,CL50223,T-Shirt Clothing,20,2024-12-20 19:27:34,58.73,12397.0,Germany,Clothing
536441,EL39556,Laptop Electronics,49,2024-09-13 10:44:51,96.64,12406.0,Italy,Electronics
536441,CL82433,Jacket Clothing,31,2024-11-17 04:56:11,99.33,12413.0,Spain,Clothing
536442,BO92731,Manual Books,40,2024-04-28 18:34:07,53.58,12414.0,France,Books
536442,HO72255,Lamp Home,15,2025-03-12 07:05:50,64.88,12350.0,Australia,Home
536443,HO18426,Chair Home,38,2025-05-26 10:18:30,46.77,12409.0,USA,Home
536443,SP67086,Racket Sports,31,2025-04-02 16:18:34,3.76,12399.0,Netherlands,Sports
536444,HO67576,Cushion Home,1,2024-08-04 02:38:23,97.88,12368.0,France,Home
536445,HO20476,Cushion Home,37,2025-08-09 12:21:40,91.49,12436.0,Australia,Home
536446,BO95828,Biography Books,10,2025-02-10 06:34:34,54.49,12383.0,Netherlands,Books
536446,SP34002,Weights Sports,10,2024-11-27 05:00:32,81.6,12406.0,Germany,Sports
536447,EL83030,Speaker Electronics,48,2024-08-01 18:06:13,98.04,12383.0,Netherlands,Electronics
536447,BO15439,Magazine Books,48,2024-01-04 20:07:08,48.19,,Netherlands,Books
536448,SP35546,Racket Sports,-41,2023-10-22 18:46:49,24.77,12420.0,France,Sports
536448,CL55226,T-Shirt Clothing,12,2024-11-26 10:41:38,68.28,12401.0,Spain,Clothing
536449,HO39624,Chair Home,-5,2025-04-16 19:45:23,81.34,12370.0,Australia,Home
536450,SP87055,Racket Sports,35,2025-01-20 08:20:10,91.17,12389.0,Germany,Sports
536450,EL66230,Headphones Electronics,17,2023-12-01 20:20:21,72.09,12400.0,USA,Electronics
536450,CL81297,Shoes Clothing,34,2025-02-11 13:47:58,24.28,12414.0,France,Clothing
536451,BO36019,Manual Books,26,2025-05-27 16:41:44,14.26,12400.0,Italy,Books
536451,CL23832,Shoes Clothing,45,2024-12-05 13:23:48,11.71,12417.0,Australia,Clothing
536452,HO74690,Plate Home,3,2023-10-17 13:19:49,2.59,12425.0,Italy,Home
536452,CL58621,Dress Clothing,43,2025-04-23 15:43:32,33.96,12349.0,USA,Clothing
536452,CL13144,Jacket Clothing,36,2025-03-01 09:02:52,66.46,12403.0,USA,Clothing
536452,BO46136,Biography Books,5,2025-01-22 12:58:55,68.13,12443.0,France,Books
536452,BO64945,Biography Books,32,2023-08-26 14:12:59,43.44,,USA,Books
536452,SP63042,Bottle Sports,-24,2023-08-27 23:22:13,87.1,12409.0,Germany,Sports
536452,CL97306,Dress Clothing,6,2023-11-01 07:07:22,62.43,12375.0,Italy,Clothing
536452,SP87612,Weights Sports,28,2025-06-29 09:00:16,14.22,12385.0,Canada,Sports
536452,HO95082,Cushion Home,49,2024-10-30 06:03:45,97.51,12406.0,Spain,Home
536452,EL13728,Speaker Electronics,12,2024-12-16 17:10:30,55.01,12384.0,France,Electronics
536452,EL92856,Speaker Electronics,18,2024-03-09 05:53:49,78.45,12430.0,Spain,Electronics
536452,BO76020,Biography Books,32,2025-05-28 03:22:00,54.46,12445.0,Germany,Books
536453,EL51605,Smartphone Electronics,18,2024-12-28 23:57:08,6.3,12366.0,Germany,Electronics
536453,CL11630,T-Shirt Clothing,39,2024-08-20 07:21:22,0.0,12396.0,Netherlands,Clothing
536454,BO61442,Biography Books,41,2024-05-12 03:39:41,22.0,12398.0,Spain,Books
536454,HO86851,Table Home,9,2024-04-17 20:26:52,59.63,,Netherlands,Home
536454,CL71673,Jeans Clothing,6,2025-07-18 09:51:57,6.14,,Netherlands,Clothing
536455,SP35703,Ball Sports,34,2023-12-06 22:00:23,66.45,12365.0,Spain,Sports
536456,HO35509,Chair Home,21,2024-02-23 22:36:41,46.88,12363.0,Canada,Home
536456,CL72495,Hat Clothing,29,2025-02-04 13:15:46,36.71,12376.0,France,Clothing
536457,CL78893,T-Shirt Clothing,24,2023-11-01 11:57:27,95.72,12387.0,Netherlands,Clothing
536457,SP52245,Weights Sports,3,2024-08-15 17:50:16,77.41,12396.0,France,Sports
536458,BO35017,Magazine Books,10,2024-03-15 03:19:50,61.44,12349.0,Netherlands,Books
536458,EL25392,Charger Electronics,43,2023-10-13 22:03:05,24.92,12405.0,USA,Electronics
536458,SP77386,Racket Sports,10,2024-12-31 05:23:30,53.37,12353.0,Germany,Sports
536458,EL66705,Smartphone Electronics,22,2024-01-29 23:57:14,89.53,12380.0,Spain,Electronics
536458,EL60586,Laptop Electronics,38,2025-06-04 04:04:15,75.54,12368.0,Germany,Electronics
536458,EL43701,Tablet Electronics,21,2024-10-28 01:11:32,34.56,12388.0,France,Electronics
536458,HO66132,Table Home,9,2025-06-24 09:34:25,56.93,12438.0,Australia,Home
536458,BO20128,Magazine Books,43,2025-06-25 20:07:32,49.69,12365.0,Italy,Books
536458,EL75296,Smartphone Electronics,10,2024-11-17 04:00:30,91.21,12421.0,Australia,Electronics
536458,EL64049,Charger Electronics,46,2025-02-21 13:38:34,43.47,12367.0,USA,Electronics
536458,BO14608,Dictionary Books,21,2025-06-15 08:53:07,26.72,12361.0,Spain,Books
536458,SP30063,Racket Sports,47,2025-02-13 15:51:26,56.69,,USA,Sports
536459,CL82614,Shoes Clothing,3,2023-12-25 17:18:24,43.59,,Italy,Clothing
536459,HO90356,Chair Home,39,2025-03-29 06:44:58,83.68,12350.0,Italy,Home
536459,BO60149,Cookbook Books,31,2023-12-04 08:38:06,47.45,12387.0,USA,Books
536459,SP30014,Mat Sports,23,2025-06-27 01:29:28,3.74,12407.0,USA,Sports
536460,BO47185,Biography Books,46,2024-04-01 23:51:20,73.62,12380.0,Australia,Books
536460,CL17999,Dress Clothing,9,2025-05-29 03:27:43,23.53,12403.0,Canada,Clothing
536461,BO91820,Manual Books,27,2024-04-28 14:44:30,2.36,12367.0,Spain,Books
536462,CL30647,Hat Clothing,49,2024-02-08 21:28:42,64.88,12365.0,Italy,Clothing
536463,CL63316,Jeans Clothing,8,2025-05-31 22:52:16,80.43,12429.0,Australia,Clothing
536463,CL49587,Jacket Clothing,45,2025-01-12 20:52:32,8.26,12376.0,Germany,Clothing
536463,CL24322,T-Shirt Clothing,31,2023-11-16 01:49:30,59.6,12387.0,France,Clothing
536463,HO39379,Plate Home,39,2025-05-13 13:13:10,76.32,12418.0,Canada,Home
536464,BO96588,Novel Books,26,2025-01-19 13:30:25,10.54,12368.0,Germany,Books
536464,BO74853,Cookbook Books,2,2024-05-16 15:20:54,24.64,12433.0,Spain,Books
536464,SP44545,Racket Sports,46,2024-08-31 19:59:47,66.59,12396.0,Italy,Sports
536464,BO26196,Magazine Books,1,2023-11-26 16:54:05,83.67,12374.0,USA,Books
536465,HO68555,Table Home,47,2025-01-16 13:26:19,46.57,12426.0,USA,Home
536465,HO67318,Plate Home,39,2025-03-18 09:46:00,93.24,12389.0,France,Home
536466,BO21161,Cookbook Books,6,2024-09-23 16:41:19,0.0,12437.0,Italy,Books
536467,BO82384,Manual Books,49,2024-08-15 10:52:27,78.85,12387.0,Canada,Books
536467,HO68150,Cushion Home,33,2024-01-06 23:08:47,80.96,12393.0,USA,Home
536467,EL98682,Laptop Electronics,36,2025-07-23 17:01:32,0.0,12375.0,Australia,Electronics
536468,SP12720,Weights Sports,38,2023-11-14 02:38:30,59.96,12419.0,Canada,Sports
536468,CL73709,Jacket Clothing,13,2025-06-07 17:17:53,82.26,12352.0,Spain,Clothing
536469,CL95852,Jacket Clothing,2,2024-09-22 12:58:34,77.4,12438.0,Germany,Clothing
536469,SP91947,Towel Sports,11,2024-06-12 04:48:23,93.01,12424.0,Canada,Sports
536469,CL51412,Jacket Clothing,19,2024-10-07 05:36:02,30.42,12413.0,Australia,Clothing
536469,CL28308,Jacket Clothing,37,2023-12-23 07:27:09,82.33,12425.0,Australia,Clothing
536470,SP18159,Ball Sports,44,2023-09-12 00:12:43,49.86,12368.0,Italy,Sports
536471,SP32166,Towel Sports,46,2024-10-02 18:09:35,80.97,12416.0,Australia,Sports
536472,BO57557,Dictionary Books,9,2024-06-12 12:32:54,24.75,12375.0,Spain,Books
536472,HO89537,Chair Home,25,2024-04-14 17:04:07,44.61,12350.0,Australia,Home
536473,CL12863,Jeans Clothing,38,2023-11-16 15:40:40,32.12,12364.0,Canada,Clothing
536474,HO54164,Cushion Home,35,2024-02-14 04:43:59,67.61,,Canada,Home
536475,EL36941,Laptop Electronics,16,2024-08-13 04:11:06,68.27,12441.0,Netherlands,Electronics
536475,EL95090,Speaker Electronics,26,2025-02-25 08:41:06,53.41,12441.0,USA,Electronics
536476,EL64072,Tablet Electronics,40,2025-06-11 23:56:58,80.67,12395.0,Germany,Electronics
536476,CL71878,T-Shirt Clothing,28,2025-01-29 17:38:37,21.5,12392.0,Germany,Clothing
536476,SP38745,Towel Sports,3,2025-08-04 04:09:39,45.26,12357.0,Spain,Sports
536476,BO61589,Magazine Books,44,2024-04-19 21:05:33,47.2,12399.0,USA,Books
536477,EL67398,Headphones Electronics,33,2023-10-28 16:39:44,40.87,12438.0,USA,Electronics
536478,CL24296,Hat Clothing,46,2024-11-06 00:50:03,23.81,12381.0,Italy,Clothing
536478,BO93353,Dictionary Books,26,2025-01-22 12:29:48,49.92,12408.0,Italy,Books
536478,HO49546,Cushion Home,11,2023-11-08 13:55:09,24.2,12350.0,France,Home
536479,HO46421,Mug Home,15,2024-08-30 21:07:10,44.25,12403.0,USA,Home
536479,CL14128,T-Shirt Clothing,15,2023-12-22 01:10:57,22.11,12369.0,Spain,Clothing
536480,SP27716,Ball Sports,32,2024-10-26 11:55:33,49.94,12387.0,UK,Sports
536480,CL80388,Hat Clothing,32,2024-03-13 13:42:40,83.55,12376.0,USA,Clothing
536481,BO74160,Magazine Books,49,2025-02-07 17:40:54,23.69,12378.0,Germany,Books
536482,SP25552,Bottle Sports,42,2024-09-02 00:34:36,1.7,12407.0,Canada,Sports
536482,BO32917,Manual Books,23,2024-07-29 23:45:16,38.18,12445.0,Australia,Books
536482,BO27161,Magazine Books,49,2024-09-30 12:22:17,56.21,12393.0,USA,Books
536483,EL33478,Charger Electronics,25,2024-07-13 18:17:58,14.96,12375.0,USA,Electronics
536483,SP21883,Ball Sports,35,2024-03-19 20:53:46,11.34,12427.0,USA,Sports
536483,HO40244,Plate Home,2,2024-02-22 03:53:35,73.62,,Australia,Home
536483,CL76474,Dress Clothing,30,2024-01-25 07:01:12,22.91,,Spain,Clothing
536484,BO13655,Novel Books,5,2023-09-12 05:59:00,38.63,12419.0,Australia,Books
536485,SP43864,Towel Sports,34,2023-12-25 19:56:04,78.14,12384.0,UK,Sports
536486,HO24379,Table Home,22,2025-06-16 17:18:55,65.95,12399.0,Italy,Home
536486,CL46675,Dress Clothing,1,2024-01-05 14:51:52,7.75,12419.0,Australia,Clothing
536487,HO66708,Lamp Home,30,2024-10-16 17:27:31,13.05,,Canada,Home
536487,BO60821,Dictionary Books,36,2024-07-13 04:55:52,49.79,12401.0,UK,Books
536488,EL35233,Headphones Electronics,48,2024-12-06 19:47:58,66.43,12388.0,Italy,Electronics
536488,HO70612,Table Home,22,2025-02-23 22:29:22,62.29,12390.0,Germany,Home
536489,HO27649,Lamp Home,15,2024-01-05 08:05:48,59.85,,USA,Home
536490,SP46460,Weights Sports,29,2023-10-27 20:27:57,62.8,12445.0,Spain,Sports
536491,BO68947,Biography Books,32,2024-09-06 01:44:14,97.09,12374.0,Canada,Books
536492,EL20426,Charger Electronics,26,2023-09-05 12:40:18,32.39,,USA,Electronics
536493,CL63679,Jeans Clothing,49,2023-10-11 22:40:27,15.4,12356.0,Netherlands,Clothing
536493,EL96814,Charger Electronics,43,2023-12-02 17:17:26,85.15,12419.0,Italy,Electronics
536493,HO46509,Table Home,2,2025-04-19 15:11:35,31.65,12362.0,Australia,Home
